tv_show,episode,rating,year,total_votes,desc,genre,encoded_title,genre1,genre2,genre3
One Piece,Blades Crossed! Roger and Whitebeard!,9.5,2021,4216,"Orochi plots to take the shogunate with Higurashi's assistance. As Oden continues his journey with the Whitebeard Pirates, he finally encounters the Roger Pirates. A clash between Whitebeard and Gol D. Roger ensues.","Animation, Action, Adventure",tt0388629,Animation,Action,Adventure
Chuck,Chuck Versus the Colonel,9.5,2009,1591,"Casey is ordered to pursue Chuck and Sarah, who have gone rogue in order to rescue Chuck's father. Morgan's screw-up makes him Public Enemy #1 among the Buy Morons.","Action, Comedy, Drama",tt0934814,Action,Comedy,Drama
Black Clover,Water Crusade,9.5,2021,1183,"In the Spade Kingdom a spy from the Clover Kingdom is discovered in Dante's office, revealed to be wearing a Black Bull robe under their cape. Vanica, the one who cursed Loropechika, ...                See full summary »","Animation, Action, Adventure",tt7441658,Animation,Action,Adventure
The Family Man,Vendetta,9.5,2021,4170,"The hunt is on for Dhriti. Meanwhile, JK and Muthu decide to check out Tigris Aviation, and walk into a trap. Dhriti’s loss of innocence is gruesome.","Action, Comedy, Drama",tt9544034,Action,Comedy,Drama
Jujutsu Kaisen,Tomorrow,9.5,2020,2541,"Yuji and Kento continue their battle against Mahito, who develops his powers in unexpected ways.","Animation, Action, Adventure",tt12343534,Animation,Action,Adventure
Snowdrop,Episode #1.1,9.5,2021,1369,Meet Eun Yung-ro and her troublesome friends in dormitory. They receive a call and get invited to a blind date. National police detectives are looking for a certain opposition agent who has recently returned from Germany.,"Drama, Romance",tt13304700,Drama,Romance,
Attack on Titan,The Door of Hope,9.5,2020,25673,"A flashback into Reiner's harsh and difficult life, and his own personal wish to become a Marleyan Warrior for his family honor.","Animation, Action, Adventure",tt2560140,Animation,Action,Adventure
Broken But Beautiful,It Happened That Night,9.5,2021,5563,"Agastya believes in his vision and is not willing to compromise for anyone. He meets Rumi while at an art exhibition. Manish Lakhani hires Agastya to direct a play for him, but things didn't go the way he wanted them to.","Drama, Romance",tt8317568,Drama,Romance,
Jujutsu Kaisen,Assault,9.5,2020,3085,"Jougo, a very powerful curse, attacks Gojou on the way to his meeting - and the teacher takes the opportunity to give a special class to Yuuji.","Animation, Action, Adventure",tt12343534,Animation,Action,Adventure
For All Mankind,The Grey,9.5,2021,1985,"Tensions between the U.S. and the Soviet Union reach an all-time high on the moon, throwing multiple missions into jeopardy.","Drama, Sci-Fi",tt7772588,Drama,Sci-Fi,
Dexter: New Blood,The Family Business,9.5,2022,7897,"Dexter and Harrison find themselves closer than ever over Christmas break, bringing father and son into the crosshairs of a serial killer; Angela starts to wonder if Iron Lake is not the safe place she always thought it was.","Crime, Drama, Mystery",tt14164730,Crime,Drama,Mystery
Scam 1992: The Harshad Mehta Story,Main History Banana Chahta Hoon,9.5,2020,1994,"Delhi strikes a deal with Harshad, based on which he withdraws his press statement. Growmore get back to life with most of Harshad's assets being frozen. However, Bhushan's revelation is soon going to turn Harshad's world upside down.","Biography, Crime, Drama",tt12392504,Biography,Crime,Drama
Scam 1992: The Harshad Mehta Story,Ek Crore Ka Suitcase,9.5,2020,1780,The government tries to negotiate with Harshad Mehta and his lawyer but eventually it didn't work. And one day Harshad along with his lawyer Mr.Ram Jethmalani conducted a press conference ...                See full summary »,"Biography, Crime, Drama",tt12392504,Biography,Crime,Drama
One Piece,Nakama no Itami wa Waga Itami: Zoro Kesshi no Tatakai,9.5,2008,2375,"Zoro tries to stop Kuma from killing Luffy and Kuma offers Zoro a deal, he can take away Luffy's pain but he has to implant it in Zoro instead. Kuma tells him that he could die from all the...                See full summary »","Animation, Action, Adventure",tt0388629,Animation,Action,Adventure
Paranormal,The Myth of the House: The Return,9.5,2020,7487,"Refaat uses his brain's faculties to decipher the real story behind Shiraz's death, taking him back to where it all began.The third tarot card is shown.","Drama, Fantasy, Horror",tt12411074,Drama,Fantasy,Horror
One Piece,Zoro's Fury! The Truth About the Smile!,9.5,2020,1341,"After claiming responsibility for Kin'emon's secret message, saying it was a prank, and casting doubt in the Rasetsu prison guards, Yasuie meets a brutal end as Orochi and his men shoot him to death.","Animation, Action, Adventure",tt0388629,Animation,Action,Adventure
IMDb Originals,Remembering Chadwick Boseman,9.5,2020,1810,"We celebrate the life and legacy of actor Chadwick Boseman, best known for 'Black Panther,' '42,' and 'Marshall.'","Short, News",tt5106590,Short,News,
One Piece,A Big Turnover! The Three-Sword Style Overcomes Danger!,9.5,2020,1551,"During an argument with Shinobu, Law plans to rescue his crew. Meanwhile at Oihagi Bridge, Zoro continues his clash with Kamazo.","Animation, Action, Adventure",tt0388629,Animation,Action,Adventure
Ozark,Sanctified,9.5,2022,3077,"The FBI's long-awaited meeting with Omar takes place. Wyatt shares some news with Ruth. Feeling betrayed, Javi gets aggressive.","Crime, Drama, Thriller",tt5071412,Crime,Drama,Thriller
Band of Brothers,Why We Fight,9.5,2001,8111,"As the Allies move into Germany and the war comes closer to an end, disillusionment and anger set in for Easy Company - until they stumble onto a concentration camp abandoned by the German military.","Drama, History, War",tt0185906,Drama,History,War
Haikyuu!!,Monsters' Ball,9.5,2020,1126,The Grand Battle between Karasuno and Inarizaki High comes to a close. Who will come out the victor?!,"Animation, Comedy, Drama",tt3398540,Animation,Comedy,Drama
The Expanse,Gaugamela,9.5,2020,3786,"Marco's grand plan shocks Earth, Mars and the Belt.","Drama, Mystery, Sci-Fi",tt3230854,Drama,Mystery,Sci-Fi
She-Ra and the Princesses of Power,Heart Part 1,9.5,2020,1309,The best friend squad heads for the Heart while the princesses attack the spire so Entrapta can disrupt the chip network. Horde Prime makes his move.,"Animation, Action, Adventure",tt7745956,Animation,Action,Adventure
She-Ra and the Princesses of Power,Corridors,9.5,2020,1169,"As Bow, Entrapta and Adora attempt to keep Mara's ship functional, Horde Prime orders Catra to betray Glimmer - under threat of a memory wipe.","Animation, Action, Adventure",tt7745956,Animation,Action,Adventure
The Boys,What I Know,9.5,2020,12241,"Becca shows up on Butcher's doorstep and begs for his help. The Boys agree to back Butcher, and together with Starlight, they finally face off against Homelander and Stormfront. But things go very bad, very fast.","Action, Crime, Drama",tt1190634,Action,Crime,Drama
Yellowstone,Half the Money,9.5,2021,2357,The coordinated attack on the Duttons continues as everyone searches for answers on who is responsible; Rip delivers on a promise.,"Drama, Western",tt4236770,Drama,Western,
Doctor Who,Forest of the Dead,9.5,2008,9276,"With the library darkening, the Doctor takes on the Vashta Nerada while figuring out what links River Song to his future. Meanwhile, Donna finds out the mystery of Dr. Moon and the Girl.","Adventure, Drama, Sci-Fi",tt0436992,Adventure,Drama,Sci-Fi
Avatar: The Last Airbender,Sozin's Comet,9.5,2008,4374,Aang awakes on a mysterious island and confronts his past lives for advice on how to stop the Fire Lord without killing him. The rest of the group searches for Aang.,"Animation, Action, Adventure",tt0417299,Animation,Action,Adventure
Mythic Quest,Quarantine,9.5,2020,1882,"With world in the middle of a pandemic, Ian and the team get together via video chat. David plays Brad in Street Fighter for a wager more than money. Poppy feels lonely.",Comedy,tt8879940,Comedy,,
Castlevania,The Harvest,9.5,2020,2196,"Night falls on Lindenfeld and all manner of hell breaks loose. Also, Isaac meets the Magician, Hector makes a pledge, and Sumi and Taka make a move.","Animation, Action, Adventure",tt6517102,Animation,Action,Adventure
My Hero Academia,Unforeseen Hope,9.5,2020,1565,"Izuku, Eraser Head, and Sir Nighteye finally reach the area where Chisaki and the others are and find Togata past his limit.","Animation, Action, Adventure",tt5626028,Animation,Action,Adventure
One Piece,Hakai-teki! Ichigeki Hissatsu no Raimei Hakke!,9.5,2019,1552,"Luffy continues his furious battle with Kaido. Despite his best efforts, the battle ends in Luffy's defeat.","Animation, Action, Adventure",tt0388629,Animation,Action,Adventure
One Piece,Finally Clashing! The Ferocious Luffy vs. Kaido!,9.5,2019,1727,"Right after the destruction of Oden Castle, Luffy enters a furious battle with Kaido.","Animation, Action, Adventure",tt0388629,Animation,Action,Adventure
The Chosen,The Wedding Gift,9.5,2019,1000,"Nicodemus interrogates John the Baptizer while Jesus and his students make their way to a wedding celebration in Cana. During the ceremony, Jesus' mother Mary makes a special request.","Drama, History",tt9471404,Drama,History,
Avatar: The Last Airbender,Day of the Black Sun,9.5,2007,3757,The invasion seems to be succeeding until Aang learns that their arrival was anticipated. Zuko confronts his father.,"Animation, Action, Adventure",tt0417299,Animation,Action,Adventure
One Piece,Everyone is Annihilated! Kaido's Furious Blast Breath!,9.5,2019,1249,"The drunken Kaido flies above Okobore Town in his dragon form and threatens Shutenmaru and all the people in the town. Luffy, Law, Kin'emon, and Kiku start running towards the town to rescue them.","Animation, Action, Adventure",tt0388629,Animation,Action,Adventure
One Piece,"The Strongest Man in the World! Shutenmaru, the Thieves Brigade Chief!",9.5,2019,1314,Usohachi makes a discovery. Shutenmaru and Jack face off. Kaido makes his entrance.,"Animation, Action, Adventure",tt0388629,Animation,Action,Adventure
Vinland Saga,Reunion,9.5,2019,1363,Canute's party arrives in York to attend the Imperial Council. Although Canute had wanted to strike out against King Sweyn,"Animation, Action, Adventure",tt10233448,Animation,Action,Adventure
Avatar: The Last Airbender,The Avatar and the Fire Lord,9.5,2007,4298,Both Aang and Zuko must learn the history of how the war began. Zuko learns a secret about his great-grandfather's past.,"Animation, Action, Adventure",tt0417299,Animation,Action,Adventure
Vinland Saga,Servant,9.5,2019,1399,"Askeladd's men continued their march to escape Thorkell. However, Torgrim and his friends were hatching a plot to switch sides and join Thorkell, taking Canute with them. Torgrim finally ...                See full summary »","Animation, Action, Adventure",tt10233448,Animation,Action,Adventure
One Piece,Defeat is Inevitable! The Strawman's Fierce Attack!,9.5,2019,1180,Zoro fights Hawkins's Strawman. Zoro defeats the Strawman allowing himself and Luffy to flee. The woman Zoro saved earlier gives Zoro and Luffy directions and offers to help Otama.,"Animation, Action, Adventure",tt0388629,Animation,Action,Adventure
Attack on Titan,The Other Side of the Sea,9.5,2020,28971,"Eldian soldiers, both the cannon fodder and the chosen warriors, struggle to keep forward in the warfare when Marley's army clashes with the Alliance Forces of Mid-East.","Animation, Action, Adventure",tt2560140,Animation,Action,Adventure
Rick and Morty,The Vat of Acid Episode,9.5,2020,12359,Rick & Morty go on a simple exchange as Rick tells Morty if something goes wrong jump into the same vat of acid as he does.,"Animation, Adventure, Comedy",tt2861424,Animation,Adventure,Comedy
One Piece,He'll Come! The Legend of Ace in the Land of Wano!,9.5,2019,1067,Otana invites Luffy to her home and gives Luffy rice. Luffy finds out more about Wano from Otana's master. Otana tells Luffy that she's waiting for Ace. Luffy informs her of Ace's death. Basil Hawkins makes his way to his men.,"Animation, Action, Adventure",tt0388629,Animation,Action,Adventure
One Piece,Arigatou Merry! Yuki ni Kemuru Wakare no Umi,9.5,2007,1604,The crew must finally say goodbye to their ship merry.,"Animation, Action, Adventure",tt0388629,Animation,Action,Adventure
One Piece,Wano Country! To the Land of Dancing Sakura and Samurai,9.5,2019,1552,It is revealed that the straw hats have been living in Wano under different names and keeping their identity secret. Zoro gets captured by the authority of Wano for a crime he didn't do and is told to commit seppuku.,"Animation, Action, Adventure",tt0388629,Animation,Action,Adventure
One Piece,Kobushi ni Kometa Omoi! Luffy Konshin no Gatling,9.5,2007,1537,"""Luffy Vs Lucci: The Final Round"". On the Hesitation Bridge, Zoro and rest of The Straw Hat Crew engage marines.","Animation, Action, Adventure",tt0388629,Animation,Action,Adventure
Vinland Saga,The Journey Begins,9.5,2019,1603,Thorfinn kills his first man. As more time goes on Thorfinn kills more men and becomes more skilled. One day when Thorfinn is in battle he gets shot with an arrow and ends up unconscious. An English woman and her daughter help him recover.,"Animation, Action, Adventure",tt10233448,Animation,Action,Adventure
Dark,Endings and Beginnings,9.5,2019,13417,"On the day of the apocalypse, Clausen executes a search warrant at the power plant as Jonas and Claudia use the time machine to connect past and future.","Crime, Drama, Mystery",tt5753856,Crime,Drama,Mystery
Dark,The Travelers,9.5,2019,11800,"Jonas meets an ominous figure. While the kids comb the cave for answers, the adults gather in the bunker to share what they know about the travelers.","Crime, Drama, Mystery",tt5753856,Crime,Drama,Mystery
This Is Us,The Cabin,9.5,2020,1810,The Big Three reconnect at the family cabin.,"Comedy, Drama, Romance",tt5555260,Comedy,Drama,Romance
